geoid,Tract,Tract Number,Neighborhood,Location,Latitude,Longitude
06037320202,"Census Tract 3202.02, Los Angeles County, California",320202,San Fernando,"(34.2898305, -118.4343995)",34.2898305,-118.4343995
06037320300,"Census Tract 3203, Los Angeles County, California",320300,San Fernando,"(34.2823865, -118.44586)",34.2823865,-118.44586
06037400204,"Census Tract 4002.04, Los Angeles County, California",400204,La Verne,"(34.132631, -117.7580945)",34.132631,-117.7580945
06037400205,"Census Tract 4002.05, Los Angeles County, California",400205,Claremont,"(34.1434785, -117.7172025)",34.1434785,-117.7172025
06037400206,"Census Tract 4002.06, Los Angeles County, California",400206,Claremont,"(34.130372, -117.718468)",34.130372,-117.718468
06037400207,"Census Tract 4002.07, Los Angeles County, California",400207,La Verne,"(34.1434075, -117.772268)",34.1434075,-117.772268
06037400302,"Census Tract 4003.02, Los Angeles County, California",400302,La Verne,"(34.114226, -117.7886885)",34.114226,-117.7886885
06037400304,"Census Tract 4003.04, Los Angeles County, California",400304,San Dimas,"(34.1050345, -117.7997755)",34.1050345,-117.7997755
06037400402,"Census Tract 4004.02, Los Angeles County, California",400402,Glendora,"(34.1378705, -117.829004)",34.1378705,-117.829004
06037400403,"Census Tract 4004.03, Los Angeles County, California",400403,San Dimas,"(34.141358, -117.793128)",34.141358,-117.793128
06037400404,"Census Tract 4004.04, Los Angeles County, California",400404,Glendora,"(34.157878, -117.8203355)",34.157878,-117.8203355
06037400501,"Census Tract 4005.01, Los Angeles County, California",400501,Glendora,"(34.163097, -117.865255)",34.163097,-117.865255
06037400602,"Census Tract 4006.02, Los Angeles County, California",400602,Azusa,"(34.140085, -117.9115945)",34.140085,-117.9115945
06037400603,"Census Tract 4006.03, Los Angeles County, California",400603,Azusa,"(34.151103, -117.918145)",34.151103,-117.918145
06037400604,"Census Tract 4006.04, Los Angeles County, California",400604,Azusa,"(34.148685, -117.891244)",34.148685,-117.891244
06037400800,"Census Tract 4008, Los Angeles County, California",400800,Glendora,"(34.1379695, -117.8892655)",34.1379695,-117.8892655
06037400900,"Census Tract 4009, Los Angeles County, California",400900,Glendora,"(34.1360045, -117.876915)",34.1360045,-117.876915
06037401001,"Census Tract 4010.01, Los Angeles County, California",401001,Glendora,"(34.1415235, -117.8527835)",34.1415235,-117.8527835
06037401002,"Census Tract 4010.02, Los Angeles County, California",401002,Glendora,"(34.141501, -117.8659045)",34.141501,-117.8659045
06037401101,"Census Tract 4011.01, Los Angeles County, California",401101,Glendora,"(34.1265525, -117.855336)",34.1265525,-117.855336
06037401102,"Census Tract 4011.02, Los Angeles County, California",401102,Glendora,"(34.1305755, -117.8659455)",34.1305755,-117.8659455
06037401201,"Census Tract 4012.01, Los Angeles County, California",401201,Glendora,"(34.1232835, -117.833986)",34.1232835,-117.833986
06037401202,"Census Tract 4012.02, Los Angeles County, California",401202,San Dimas,"(34.113742, -117.8332835)",34.113742,-117.8332835
06037401203,"Census Tract 4012.03, Los Angeles County, California",401203,Glendora,"(34.112302, -117.8553975)",34.112302,-117.8553975
06037401303,"Census Tract 4013.03, Los Angeles County, California",401303,San Dimas,"(34.072894, -117.8095715)",34.072894,-117.8095715
06037401304,"Census Tract 4013.04, Los Angeles County, California",401304,San Dimas,"(34.083891, -117.8126045)",34.083891,-117.8126045
06037401311,"Census Tract 4013.11, Los Angeles County, California",401311,San Dimas,"(34.1100455, -117.815531)",34.1100455,-117.815531
06037401312,"Census Tract 4013.12, Los Angeles County, California",401312,San Dimas,"(34.097563, -117.828443)",34.097563,-117.828443
06037401500,"Census Tract 4015, Los Angeles County, California",401500,La Verne,"(34.098039, -117.7787765)",34.098039,-117.7787765
06037401601,"Census Tract 4016.01, Los Angeles County, California",401601,La Verne,"(34.115101, -117.77002)",34.115101,-117.77002
06037401602,"Census Tract 4016.02, Los Angeles County, California",401602,La Verne,"(34.106283, -117.7649645)",34.106283,-117.7649645
06037401603,"Census Tract 4016.03, Los Angeles County, California",401603,La Verne,"(34.1109685, -117.7780265)",34.1109685,-117.7780265
06037401701,"Census Tract 4017.01, Los Angeles County, California",401701,Claremont,"(34.114338, -117.7436235)",34.114338,-117.7436235
06037401703,"Census Tract 4017.03, Los Angeles County, California",401703,Pomona,"(34.1021645, -117.7525045)",34.1021645,-117.7525045
06037401704,"Census Tract 4017.04, Los Angeles County, California",401704,Pomona,"(34.1009125, -117.7404545)",34.1009125,-117.7404545
06037401800,"Census Tract 4018, Los Angeles County, California",401800,Claremont,"(34.114227, -117.7151805)",34.114227,-117.7151805
06037401901,"Census Tract 4019.01, Los Angeles County, California",401901,Claremont,"(34.1004595, -117.708132)",34.1004595,-117.708132
06037401902,"Census Tract 4019.02, Los Angeles County, California",401902,Claremont,"(34.100528, -117.725001)",34.100528,-117.725001
06037402001,"Census Tract 4020.01, Los Angeles County, California",402001,Claremont,"(34.086732, -117.7257735)",34.086732,-117.7257735
06037402002,"Census Tract 4020.02, Los Angeles County, California",402002,Claremont,"(34.0867415, -117.7119895)",34.0867415,-117.7119895
06037402101,"Census Tract 4021.01, Los Angeles County, California",402101,Pomona,"(34.086072, -117.7347815)",34.086072,-117.7347815
06037402102,"Census Tract 4021.02, Los Angeles County, California",402102,Pomona,"(34.0839035, -117.7448405)",34.0839035,-117.7448405
06037402200,"Census Tract 4022, Los Angeles County, California",402200,Pomona,"(34.083327, -117.768076)",34.083327,-117.768076
06037402301,"Census Tract 4023.01, Los Angeles County, California",402301,Pomona,"(34.0682985, -117.7690925)",34.0682985,-117.7690925
06037402303,"Census Tract 4023.03, Los Angeles County, California",402303,Pomona,"(34.067975, -117.755932)",34.067975,-117.755932
06037402304,"Census Tract 4023.04, Los Angeles County, California",402304,Pomona,"(34.0613, -117.7678315)",34.0613,-117.7678315
06037402402,"Census Tract 4024.02, Los Angeles County, California",402402,Pomona,"(34.0527815, -117.789834)",34.0527815,-117.789834
06037402403,"Census Tract 4024.03, Los Angeles County, California",402403,Pomona,"(34.0502885, -117.8112175)",34.0502885,-117.8112175
06037402404,"Census Tract 4024.04, Los Angeles County, California",402404,Pomona,"(34.052917, -117.81575)",34.052917,-117.81575
06037402405,"Census Tract 4024.05, Los Angeles County, California",402405,Pomona,"(34.0672095, -117.795189)",34.0672095,-117.795189
06037402406,"Census Tract 4024.06, Los Angeles County, California",402406,Pomona,"(34.0671375, -117.7826425)",34.0671375,-117.7826425
06037402501,"Census Tract 4025.01, Los Angeles County, California",402501,Pomona,"(34.0547495, -117.7644575)",34.0547495,-117.7644575
06037402502,"Census Tract 4025.02, Los Angeles County, California",402502,Pomona,"(34.0475995, -117.76107)",34.0475995,-117.76107
06037402600,"Census Tract 4026, Los Angeles County, California",402600,Pomona,"(34.069537, -117.744427)",34.069537,-117.744427
06037402702,"Census Tract 4027.02, Los Angeles County, California",402702,Pomona,"(34.064005, -117.726868)",34.064005,-117.726868
06037402703,"Census Tract 4027.03, Los Angeles County, California",402703,Pomona,"(34.078636, -117.7238995)",34.078636,-117.7238995
06037402705,"Census Tract 4027.05, Los Angeles County, California",402705,Pomona,"(34.0712185, -117.731491)",34.0712185,-117.731491
06037402706,"Census Tract 4027.06, Los Angeles County, California",402706,Pomona,"(34.0713115, -117.7195055)",34.0713115,-117.7195055
06037402801,"Census Tract 4028.01, Los Angeles County, California",402801,Pomona,"(34.055632, -117.7336725)",34.055632,-117.7336725
06037402803,"Census Tract 4028.03, Los Angeles County, California",402803,Pomona,"(34.047947, -117.7453955)",34.047947,-117.7453955
06037402804,"Census Tract 4028.04, Los Angeles County, California",402804,Pomona,"(34.0483025, -117.731702)",34.0483025,-117.731702
06037402902,"Census Tract 4029.02, Los Angeles County, California",402902,Pomona,"(34.0337825, -117.7450525)",34.0337825,-117.7450525
06037402903,"Census Tract 4029.03, Los Angeles County, California",402903,Pomona,"(34.039196, -117.7326775)",34.039196,-117.7326775
06037402904,"Census Tract 4029.04, Los Angeles County, California",402904,Pomona,"(34.0261665, -117.7384515)",34.0261665,-117.7384515
06037403000,"Census Tract 4030, Los Angeles County, California",403000,Pomona,"(34.0351895, -117.7611965)",34.0351895,-117.7611965
06037403200,"Census Tract 4032, Los Angeles County, California",403200,Pomona,"(34.038906, -117.813367)",34.038906,-117.813367
06037403303,"Census Tract 4033.03, Los Angeles County, California",403303,Industry,"(34.0035495, -117.855921)",34.0035495,-117.855921
06037403304,"Census Tract 4033.04, Los Angeles County, California",403304,Rowland Heights,"(33.9873385, -117.8558965)",33.9873385,-117.8558965
06037403305,"Census Tract 4033.05, Los Angeles County, California",403305,Diamond Bar,"(33.976342, -117.84839)",33.976342,-117.84839
06037403312,"Census Tract 4033.12, Los Angeles County, California",403312,Industry,"(34.017474, -117.82869)",34.017474,-117.82869
06037403316,"Census Tract 4033.16, Los Angeles County, California",403316,Diamond Bar,"(34.032461, -117.797391)",34.032461,-117.797391
06037403317,"Census Tract 4033.17, Los Angeles County, California",403317,Pomona,"(34.0373535, -117.7844315)",34.0373535,-117.7844315
06037403318,"Census Tract 4033.18, Los Angeles County, California",403318,Pomona,"(34.031796, -117.7630625)",34.031796,-117.7630625
06037403319,"Census Tract 4033.19, Los Angeles County, California",403319,Diamond Bar,"(34.0121545, -117.81493)",34.0121545,-117.81493
06037403320,"Census Tract 4033.20, Los Angeles County, California",403320,Diamond Bar,"(34.0058045, -117.7950645)",34.0058045,-117.7950645
06037403321,"Census Tract 4033.21, Los Angeles County, California",403321,Diamond Bar,"(34.0161265, -117.7892785)",34.0161265,-117.7892785
06037403322,"Census Tract 4033.22, Los Angeles County, California",403322,Diamond Bar,"(33.992503, -117.8345605)",33.992503,-117.8345605
06037403323,"Census Tract 4033.23, Los Angeles County, California",403323,Diamond Bar,"(33.998459, -117.8235015)",33.998459,-117.8235015
06037403324,"Census Tract 4033.24, Los Angeles County, California",403324,Diamond Bar,"(33.98046, -117.8144505)",33.98046,-117.8144505
06037403325,"Census Tract 4033.25, Los Angeles County, California",403325,Diamond Bar,"(33.965124, -117.8258305)",33.965124,-117.8258305
06037403401,"Census Tract 4034.01, Los Angeles County, California",403401,West Covina,"(34.013924, -117.871149)",34.013924,-117.871149
06037403402,"Census Tract 4034.02, Los Angeles County, California",403402,Walnut,"(34.017293, -117.856107)",34.017293,-117.856107
06037403403,"Census Tract 4034.03, Los Angeles County, California",403403,Walnut,"(34.0303525, -117.842746)",34.0303525,-117.842746
06037403404,"Census Tract 4034.04, Los Angeles County, California",403404,Walnut,"(34.028482, -117.854273)",34.028482,-117.854273
06037403405,"Census Tract 4034.05, Los Angeles County, California",403405,Walnut,"(34.0509005, -117.843913)",34.0509005,-117.843913
06037403406,"Census Tract 4034.06, Los Angeles County, California",403406,Walnut,"(34.044617, -117.8547135)",34.044617,-117.8547135
06037403407,"Census Tract 4034.07, Los Angeles County, California",403407,Walnut,"(34.038589, -117.874477)",34.038589,-117.874477
06037403408,"Census Tract 4034.08, Los Angeles County, California",403408,Walnut,"(34.024588, -117.881909)",34.024588,-117.881909
06037403500,"Census Tract 4035, Los Angeles County, California",403500,Ramona,"(34.0618395, -117.8491905)",34.0618395,-117.8491905
06037403600,"Census Tract 4036, Los Angeles County, California",403600,Ramona,"(34.075307, -117.8590715)",34.075307,-117.8590715
06037403702,"Census Tract 4037.02, Los Angeles County, California",403702,Covina,"(34.090948, -117.858411)",34.090948,-117.858411
06037403703,"Census Tract 4037.03, Los Angeles County, California",403703,San Dimas,"(34.09104, -117.846365)",34.09104,-117.846365
06037403721,"Census Tract 4037.21, Los Angeles County, California",403721,Covina,"(34.0957595, -117.8769905)",34.0957595,-117.8769905
06037403722,"Census Tract 4037.22, Los Angeles County, California",403722,Covina,"(34.088417, -117.872513)",34.088417,-117.872513
06037403801,"Census Tract 4038.01, Los Angeles County, California",403801,Charter Oak,"(34.103072, -117.8680455)",34.103072,-117.8680455
06037403802,"Census Tract 4038.02, Los Angeles County, California",403802,Charter Oak,"(34.103074, -117.8463645)",34.103074,-117.8463645
06037403901,"Census Tract 4039.01, Los Angeles County, California",403901,Glendora,"(34.120548, -117.8726465)",34.120548,-117.8726465
06037403902,"Census Tract 4039.02, Los Angeles County, California",403902,Glendora,"(34.112599, -117.8726435)",34.112599,-117.8726435
06037404000,"Census Tract 4040, Los Angeles County, California",404000,Azusa,"(34.114029, -117.8858165)",34.114029,-117.8858165
06037404100,"Census Tract 4041, Los Angeles County, California",404100,Citrus,"(34.1141825, -117.8948275)",34.1141825,-117.8948275
06037404201,"Census Tract 4042.01, Los Angeles County, California",404201,Azusa,"(34.127422, -117.8950465)",34.127422,-117.8950465
06037404202,"Census Tract 4042.02, Los Angeles County, California",404202,Citrus,"(34.125068, -117.885748)",34.125068,-117.885748
06037404301,"Census Tract 4043.01, Los Angeles County, California",404301,Azusa,"(34.1275255, -117.9040845)",34.1275255,-117.9040845
06037404302,"Census Tract 4043.02, Los Angeles County, California",404302,Azusa,"(34.117907, -117.9034755)",34.117907,-117.9034755
06037404401,"Census Tract 4044.01, Los Angeles County, California",404401,Azusa,"(34.127055, -117.918436)",34.127055,-117.918436
06037404402,"Census Tract 4044.02, Los Angeles County, California",404402,Azusa,"(34.122452, -117.922847)",34.122452,-117.922847
06037404501,"Census Tract 4045.01, Los Angeles County, California",404501,Azusa,"(34.110644, -117.9225005)",34.110644,-117.9225005
06037404503,"Census Tract 4045.03, Los Angeles County, California",404503,Vincent,"(34.110534, -117.9121425)",34.110534,-117.9121425
06037404504,"Census Tract 4045.04, Los Angeles County, California",404504,Citrus,"(34.11051, -117.9033385)",34.11051,-117.9033385
06037404600,"Census Tract 4046, Los Angeles County, California",404600,Irwindale,"(34.108944, -117.966677)",34.108944,-117.966677
06037404701,"Census Tract 4047.01, Los Angeles County, California",404701,Baldwin Park,"(34.07202, -117.996061)",34.07202,-117.996061
06037404702,"Census Tract 4047.02, Los Angeles County, California",404702,Baldwin Park,"(34.0719255, -117.9838755)",34.0719255,-117.9838755
06037404703,"Census Tract 4047.03, Los Angeles County, California",404703,Baldwin Park,"(34.064135, -117.9894555)",34.064135,-117.9894555
06037404801,"Census Tract 4048.01, Los Angeles County, California",404801,Baldwin Park,"(34.077823, -117.978169)",34.077823,-117.978169
06037404802,"Census Tract 4048.02, Los Angeles County, California",404802,Baldwin Park,"(34.073639, -117.967369)",34.073639,-117.967369
06037404803,"Census Tract 4048.03, Los Angeles County, California",404803,Baldwin Park,"(34.066904, -117.9657045)",34.066904,-117.9657045
06037404901,"Census Tract 4049.01, Los Angeles County, California",404901,Baldwin Park,"(34.095734, -117.976888)",34.095734,-117.976888
06037404902,"Census Tract 4049.02, Los Angeles County, California",404902,Baldwin Park,"(34.0866635, -117.9791755)",34.0866635,-117.9791755
06037404903,"Census Tract 4049.03, Los Angeles County, California",404903,Baldwin Park,"(34.0874635, -117.9720965)",34.0874635,-117.9720965
06037405001,"Census Tract 4050.01, Los Angeles County, California",405001,Baldwin Park,"(34.10311, -117.9665385)",34.10311,-117.9665385
06037405002,"Census Tract 4050.02, Los Angeles County, California",405002,Baldwin Park,"(34.103336, -117.9489975)",34.103336,-117.9489975
06037405101,"Census Tract 4051.01, Los Angeles County, California",405101,Baldwin Park,"(34.0958995, -117.961403)",34.0958995,-117.961403
06037405102,"Census Tract 4051.02, Los Angeles County, California",405102,Baldwin Park,"(34.0883515, -117.961678)",34.0883515,-117.961678
06037405201,"Census Tract 4052.01, Los Angeles County, California",405201,Baldwin Park,"(34.0849785, -117.9522585)",34.0849785,-117.9522585
06037405202,"Census Tract 4052.02, Los Angeles County, California",405202,Baldwin Park,"(34.0804875, -117.96285)",34.0804875,-117.96285
06037405203,"Census Tract 4052.03, Los Angeles County, California",405203,Baldwin Park,"(34.076437, -117.956923)",34.076437,-117.956923
06037405301,"Census Tract 4053.01, Los Angeles County, California",405301,Vincent,"(34.0876105, -117.9415245)",34.0876105,-117.9415245
06037405302,"Census Tract 4053.02, Los Angeles County, California",405302,West Covina,"(34.0767645, -117.946434)",34.0767645,-117.946434
06037405400,"Census Tract 4054, Los Angeles County, California",405400,Vincent,"(34.09288, -117.9336065)",34.09288,-117.9336065
06037405500,"Census Tract 4055, Los Angeles County, California",405500,West Covina,"(34.0794265, -117.928137)",34.0794265,-117.928137
06037405600,"Census Tract 4056, Los Angeles County, California",405600,West Covina,"(34.080479, -117.9164905)",34.080479,-117.9164905
06037405701,"Census Tract 4057.01, Los Angeles County, California",405701,Vincent,"(34.0930845, -117.9209895)",34.0930845,-117.9209895
06037405702,"Census Tract 4057.02, Los Angeles County, California",405702,Covina,"(34.092311, -117.9121105)",34.092311,-117.9121105
06037405800,"Census Tract 4058, Los Angeles County, California",405800,Covina,"(34.103307, -117.9121645)",34.103307,-117.9121645
06037405900,"Census Tract 4059, Los Angeles County, California",405900,Covina,"(34.103067, -117.8901905)",34.103067,-117.8901905
06037406000,"Census Tract 4060, Los Angeles County, California",406000,Covina,"(34.08987, -117.8989325)",34.08987,-117.8989325
06037406101,"Census Tract 4061.01, Los Angeles County, California",406101,Covina,"(34.090927, -117.8901515)",34.090927,-117.8901515
06037406102,"Census Tract 4061.02, Los Angeles County, California",406102,Covina,"(34.080762, -117.8901315)",34.080762,-117.8901315
06037406200,"Census Tract 4062, Los Angeles County, California",406200,Covina,"(34.0790655, -117.8944835)",34.0790655,-117.8944835
06037406300,"Census Tract 4063, Los Angeles County, California",406300,West Covina,"(34.058745, -117.87651)",34.058745,-117.87651
06037406402,"Census Tract 4064.02, Los Angeles County, California",406402,West Covina,"(34.0574215, -117.8990455)",34.0574215,-117.8990455
06037406411,"Census Tract 4064.11, Los Angeles County, California",406411,West Covina,"(34.0687605, -117.8988995)",34.0687605,-117.8988995
06037406412,"Census Tract 4064.12, Los Angeles County, California",406412,West Covina,"(34.0649545, -117.898946)",34.0649545,-117.898946
06037406500,"Census Tract 4065, Los Angeles County, California",406500,West Covina,"(34.0666225, -117.919599)",34.0666225,-117.919599
06037406601,"Census Tract 4066.01, Los Angeles County, California",406601,West Covina,"(34.0557305, -117.916683)",34.0557305,-117.916683
06037406602,"Census Tract 4066.02, Los Angeles County, California",406602,West Covina,"(34.0548195, -117.934636)",34.0548195,-117.934636
06037406701,"Census Tract 4067.01, Los Angeles County, California",406701,West Covina,"(34.0554275, -117.9462745)",34.0554275,-117.9462745
06037406702,"Census Tract 4067.02, Los Angeles County, California",406702,West Covina,"(34.0638995, -117.9353755)",34.0638995,-117.9353755
06037406800,"Census Tract 4068, Los Angeles County, California",406800,West Covina,"(34.0629195, -117.953793)",34.0629195,-117.953793
06037406901,"Census Tract 4069.01, Los Angeles County, California",406901,West Puente Valley,"(34.0590435, -117.968603)",34.0590435,-117.968603
06037406902,"Census Tract 4069.02, Los Angeles County, California",406902,West Puente Valley,"(34.056693, -117.964561)",34.056693,-117.964561
06037407001,"Census Tract 4070.01, Los Angeles County, California",407001,West Puente Valley,"(34.060681, -117.978103)",34.060681,-117.978103
06037407002,"Census Tract 4070.02, Los Angeles County, California",407002,Industry,"(34.053581, -117.992902)",34.053581,-117.992902
06037407101,"Census Tract 4071.01, Los Angeles County, California",407101,La Puente,"(34.047535, -117.972437)",34.047535,-117.972437
06037407102,"Census Tract 4071.02, Los Angeles County, California",407102,La Puente,"(34.0437405, -117.976774)",34.0437405,-117.976774
06037407200,"Census Tract 4072, Los Angeles County, California",407200,La Puente,"(34.0334615, -117.9610665)",34.0334615,-117.9610665
06037407301,"Census Tract 4073.01, Los Angeles County, California",407301,West Puente Valley,"(34.0454965, -117.9587185)",34.0454965,-117.9587185
06037407302,"Census Tract 4073.02, Los Angeles County, California",407302,West Puente Valley,"(34.039506, -117.960844)",34.039506,-117.960844
06037407400,"Census Tract 4074, Los Angeles County, California",407400,West Covina,"(34.0523575, -117.9577655)",34.0523575,-117.9577655
06037407501,"Census Tract 4075.01, Los Angeles County, California",407501,La Puente,"(34.04734, -117.948319)",34.04734,-117.948319
06037407502,"Census Tract 4075.02, Los Angeles County, California",407502,Valinda,"(34.04334, -117.9385445)",34.04334,-117.9385445
06037407601,"Census Tract 4076.01, Los Angeles County, California",407601,La Puente,"(34.0383465, -117.947004)",34.0383465,-117.947004
06037407602,"Census Tract 4076.02, Los Angeles County, California",407602,La Puente,"(34.03063, -117.944401)",34.03063,-117.944401
06037407701,"Census Tract 4077.01, Los Angeles County, California",407701,La Puente,"(34.0136315, -117.929283)",34.0136315,-117.929283
06037407702,"Census Tract 4077.02, Los Angeles County, California",407702,La Puente,"(34.0206605, -117.947234)",34.0206605,-117.947234
06037407801,"Census Tract 4078.01, Los Angeles County, California",407801,Valinda,"(34.030198, -117.921188)",34.030198,-117.921188
06037407802,"Census Tract 4078.02, Los Angeles County, California",407802,Industry,"(34.0264515, -117.931011)",34.0264515,-117.931011
06037407900,"Census Tract 4079, Los Angeles County, California",407900,Valinda,"(34.041661, -117.9269725)",34.041661,-117.9269725
06037408003,"Census Tract 4080.03, Los Angeles County, California",408003,West Covina,"(34.0452465, -117.9168025)",34.0452465,-117.9168025
06037408004,"Census Tract 4080.04, Los Angeles County, California",408004,West Covina,"(34.037498, -117.915708)",34.037498,-117.915708
06037408005,"Census Tract 4080.05, Los Angeles County, California",408005,West Covina,"(34.0483655, -117.8955145)",34.0483655,-117.8955145
06037408006,"Census Tract 4080.06, Los Angeles County, California",408006,West Covina,"(34.034816, -117.9018715)",34.034816,-117.9018715
06037408133,"Census Tract 4081.33, Los Angeles County, California",408133,West Covina,"(34.024356, -117.9101125)",34.024356,-117.9101125
06037408134,"Census Tract 4081.34, Los Angeles County, California",408134,West Covina,"(34.0229315, -117.897437)",34.0229315,-117.897437
06037408135,"Census Tract 4081.35, Los Angeles County, California",408135,West Covina,"(34.0169595, -117.8983025)",34.0169595,-117.8983025
06037408136,"Census Tract 4081.36, Los Angeles County, California",408136,West Covina,"(34.009563, -117.874467)",34.009563,-117.874467
06037408137,"Census Tract 4081.37, Los Angeles County, California",408137,South San Jose Hills,"(34.009108, -117.883356)",34.009108,-117.883356
06037408138,"Census Tract 4081.38, Los Angeles County, California",408138,South San Jose Hills,"(34.019139, -117.9167095)",34.019139,-117.9167095
06037408139,"Census Tract 4081.39, Los Angeles County, California",408139,South San Jose Hills,"(34.012163, -117.91348)",34.012163,-117.91348
06037408140,"Census Tract 4081.40, Los Angeles County, California",408140,South San Jose Hills,"(34.0091825, -117.9035275)",34.0091825,-117.9035275
06037408141,"Census Tract 4081.41, Los Angeles County, California",408141,South San Jose Hills,"(34.0082915, -117.8946755)",34.0082915,-117.8946755
06037408202,"Census Tract 4082.02, Los Angeles County, California",408202,Industry,"(34.021924, -117.9637775)",34.021924,-117.9637775
06037408211,"Census Tract 4082.11, Los Angeles County, California",408211,Industry,"(34.0001605, -117.9097205)",34.0001605,-117.9097205
06037408212,"Census Tract 4082.12, Los Angeles County, California",408212,Rowland Heights,"(33.9946135, -117.8795045)",33.9946135,-117.8795045
06037408301,"Census Tract 4083.01, Los Angeles County, California",408301,Avocado Heights,"(34.0464555, -117.997756)",34.0464555,-117.997756
06037408302,"Census Tract 4083.02, Los Angeles County, California",408302,Industry,"(34.0386535, -118.018099)",34.0386535,-118.018099
06037408303,"Census Tract 4083.03, Los Angeles County, California",408303,Avocado Heights,"(34.035328, -118.0084775)",34.035328,-118.0084775
06037408401,"Census Tract 4084.01, Los Angeles County, California",408401,Hacienda Heights,"(34.018007, -117.9819095)",34.018007,-117.9819095
06037408402,"Census Tract 4084.02, Los Angeles County, California",408402,Hacienda Heights,"(34.012346, -118.007998)",34.012346,-118.007998
06037408501,"Census Tract 4085.01, Los Angeles County, California",408501,Hacienda Heights,"(34.011155, -117.9683905)",34.011155,-117.9683905
06037408503,"Census Tract 4085.03, Los Angeles County, California",408503,Hacienda Heights,"(33.984682, -117.985573)",33.984682,-117.985573
06037408504,"Census Tract 4085.04, Los Angeles County, California",408504,Hacienda Heights,"(33.9992735, -117.971451)",33.9992735,-117.971451
06037408505,"Census Tract 4085.05, Los Angeles County, California",408505,Hacienda Heights,"(34.0016935, -117.980212)",34.0016935,-117.980212
06037408623,"Census Tract 4086.23, Los Angeles County, California",408623,Hacienda Heights,"(33.9957455, -117.9377215)",33.9957455,-117.9377215
06037408624,"Census Tract 4086.24, Los Angeles County, California",408624,Hacienda Heights,"(33.9940835, -117.949281)",33.9940835,-117.949281
06037408625,"Census Tract 4086.25, Los Angeles County, California",408625,Hacienda Heights,"(33.989193, -117.9634505)",33.989193,-117.9634505
06037408626,"Census Tract 4086.26, Los Angeles County, California",408626,Rowland Heights,"(33.984523, -117.919022)",33.984523,-117.919022
06037408627,"Census Tract 4086.27, Los Angeles County, California",408627,Rowland Heights,"(33.9754885, -117.925286)",33.9754885,-117.925286
06037408628,"Census Tract 4086.28, Los Angeles County, California",408628,Hacienda Heights,"(33.9825995, -117.9424605)",33.9825995,-117.9424605
06037408629,"Census Tract 4086.29, Los Angeles County, California",408629,Hacienda Heights,"(33.97933, -117.961636)",33.97933,-117.961636
06037408630,"Census Tract 4086.30, Los Angeles County, California",408630,Hacienda Heights,"(34.006434, -117.9562915)",34.006434,-117.9562915
06037408631,"Census Tract 4086.31, Los Angeles County, California",408631,Hacienda Heights,"(34.0007955, -117.9583205)",34.0007955,-117.9583205
06037408703,"Census Tract 4087.03, Los Angeles County, California",408703,Rowland Heights,"(33.960901, -117.8902285)",33.960901,-117.8902285
06037408704,"Census Tract 4087.04, Los Angeles County, California",408704,Rowland Heights,"(33.9807035, -117.8942965)",33.9807035,-117.8942965
06037408705,"Census Tract 4087.05, Los Angeles County, California",408705,Rowland Heights,"(33.981461, -117.8780945)",33.981461,-117.8780945
06037408706,"Census Tract 4087.06, Los Angeles County, California",408706,Rowland Heights,"(33.9770295, -117.87052)",33.9770295,-117.87052
06037408722,"Census Tract 4087.22, Los Angeles County, California",408722,Rowland Heights,"(33.9698315, -117.9034445)",33.9698315,-117.9034445
06037408723,"Census Tract 4087.23, Los Angeles County, California",408723,Rowland Heights,"(33.977858, -117.901395)",33.977858,-117.901395
06037408724,"Census Tract 4087.24, Los Angeles County, California",408724,Rowland Heights,"(33.984203, -117.9030725)",33.984203,-117.9030725
06037408800,"Census Tract 4088, Los Angeles County, California",408800,Pomona,"(34.0571575, -117.7501715)",34.0571575,-117.7501715
06037430002,"Census Tract 4300.02, Los Angeles County, California",430002,Duarte,"(34.13847, -117.953691)",34.13847,-117.953691
06037430003,"Census Tract 4300.03, Los Angeles County, California",430003,Monrovia,"(34.1682255, -117.942383)",34.1682255,-117.942383
06037430101,"Census Tract 4301.01, Los Angeles County, California",430101,Duarte,"(34.13806, -117.976469)",34.13806,-117.976469
06037430102,"Census Tract 4301.02, Los Angeles County, California",430102,Duarte,"(34.126938, -117.978573)",34.126938,-117.978573
06037430200,"Census Tract 4302, Los Angeles County, California",430200,Bradbury,"(34.1543995, -117.968573)",34.1543995,-117.968573
06037430301,"Census Tract 4303.01, Los Angeles County, California",430301,Monrovia,"(34.172824, -117.9820805)",34.172824,-117.9820805
06037430302,"Census Tract 4303.02, Los Angeles County, California",430302,Monrovia,"(34.1560235, -118.0059215)",34.1560235,-118.0059215
06037430400,"Census Tract 4304, Los Angeles County, California",430400,Arcadia,"(34.1624785, -118.0241555)",34.1624785,-118.0241555
06037430501,"Census Tract 4305.01, Los Angeles County, California",430501,Sierra Madre,"(34.173047, -118.04891)",34.173047,-118.04891
06037430502,"Census Tract 4305.02, Los Angeles County, California",430502,Sierra Madre,"(34.161851, -118.0532625)",34.161851,-118.0532625
06037430600,"Census Tract 4306, Los Angeles County, California",430600,Sierra Madre,"(34.1573315, -118.0497665)",34.1573315,-118.0497665
06037430701,"Census Tract 4307.01, Los Angeles County, California",430701,Arcadia,"(34.13986, -118.0557935)",34.13986,-118.0557935
