geoid,Tract,Tract Number,Neighborhood,Location,Latitude,Longitude
06037204820,"Census Tract 2048.20, Los Angeles County, California",204820,Boyle Heights,"(34.023785, -118.2058885)",34.023785,-118.2058885
06037204910,"Census Tract 2049.10, Los Angeles County, California",204910,Boyle Heights,"(34.0250545, -118.1964135)",34.0250545,-118.1964135
06037204920,"Census Tract 2049.20, Los Angeles County, California",204920,Boyle Heights,"(34.0181175, -118.197122)",34.0181175,-118.197122
06037205110,"Census Tract 2051.10, Los Angeles County, California",205110,Boyle Heights,"(34.0244945, -118.214114)",34.0244945,-118.214114
06037205120,"Census Tract 2051.20, Los Angeles County, California",205120,Boyle Heights,"(34.0191645, -118.2113105)",34.0191645,-118.2113105
06037206010,"Census Tract 2060.10, Los Angeles County, California",206010,Elysian Park,"(34.0702965, -118.2318745)",34.0702965,-118.2318745
06037206020,"Census Tract 2060.20, Los Angeles County, California",206020,Chinatown,"(34.057696, -118.232064)",34.057696,-118.232064
06037206031,"Census Tract 2060.31, Los Angeles County, California",206031,Downtown,"(34.0344105, -118.23121)",34.0344105,-118.23121
06037206032,"Census Tract 2060.32, Los Angeles County, California",206032,Boyle Heights,"(34.0473465, -118.2237095)",34.0473465,-118.2237095
06037206050,"Census Tract 2060.50, Los Angeles County, California",206050,Boyle Heights,"(34.0290235, -118.2229675)",34.0290235,-118.2229675
06037206200,"Census Tract 2062, Los Angeles County, California",206200,Downtown,"(34.04707, -118.2428045)",34.04707,-118.2428045
06037206300,"Census Tract 2063, Los Angeles County, California",206300,Downtown,"(34.0405235, -118.244262)",34.0405235,-118.244262
06037207101,"Census Tract 2071.01, Los Angeles County, California",207101,Downtown,"(34.0610075, -118.2449835)",34.0610075,-118.2449835
06037207102,"Census Tract 2071.02, Los Angeles County, California",207102,Chinatown,"(34.058835, -118.239167)",34.058835,-118.239167
06037207103,"Census Tract 2071.03, Los Angeles County, California",207103,Chinatown,"(34.0642795, -118.2398345)",34.0642795,-118.2398345
06037207301,"Census Tract 2073.01, Los Angeles County, California",207301,Downtown,"(34.0469135, -118.251366)",34.0469135,-118.251366
06037207302,"Census Tract 2073.02, Los Angeles County, California",207302,Downtown,"(34.0474815, -118.2478185)",34.0474815,-118.2478185
06037207400,"Census Tract 2074, Los Angeles County, California",207400,Downtown,"(34.056393, -118.24561)",34.056393,-118.24561
06037207501,"Census Tract 2075.01, Los Angeles County, California",207501,Downtown,"(34.0565345, -118.2528675)",34.0565345,-118.2528675
06037207502,"Census Tract 2075.02, Los Angeles County, California",207502,Downtown,"(34.0524315, -118.253282)",34.0524315,-118.253282
06037207710,"Census Tract 2077.10, Los Angeles County, California",207710,Downtown,"(34.0467345, -118.2622625)",34.0467345,-118.2622625
06037207900,"Census Tract 2079, Los Angeles County, California",207900,Downtown,"(34.0403745, -118.260362)",34.0403745,-118.260362
06037208000,"Census Tract 2080, Los Angeles County, California",208000,Echo Park,"(34.062852, -118.2552085)",34.062852,-118.2552085
06037208301,"Census Tract 2083.01, Los Angeles County, California",208301,Westlake,"(34.061991, -118.265842)",34.061991,-118.265842
06037208302,"Census Tract 2083.02, Los Angeles County, California",208302,Westlake,"(34.0634965, -118.26261)",34.0634965,-118.26261
06037208401,"Census Tract 2084.01, Los Angeles County, California",208401,Westlake,"(34.063775, -118.269137)",34.063775,-118.269137
06037208402,"Census Tract 2084.02, Los Angeles County, California",208402,Westlake,"(34.0682985, -118.265581)",34.0682985,-118.265581
06037208501,"Census Tract 2085.01, Los Angeles County, California",208501,Westlake,"(34.0694385, -118.271932)",34.0694385,-118.271932
06037208502,"Census Tract 2085.02, Los Angeles County, California",208502,Westlake,"(34.0660235, -118.2741745)",34.0660235,-118.2741745
06037208610,"Census Tract 2086.10, Los Angeles County, California",208610,Westlake,"(34.071928, -118.280946)",34.071928,-118.280946
06037208620,"Census Tract 2086.20, Los Angeles County, California",208620,Westlake,"(34.069656, -118.2780295)",34.069656,-118.2780295
06037208710,"Census Tract 2087.10, Los Angeles County, California",208710,Westlake,"(34.065666, -118.282003)",34.065666,-118.282003
06037208720,"Census Tract 2087.20, Los Angeles County, California",208720,Westlake,"(34.062837, -118.2811225)",34.062837,-118.2811225
06037208801,"Census Tract 2088.01, Los Angeles County, California",208801,Westlake,"(34.0602215, -118.276593)",34.0602215,-118.276593
06037208802,"Census Tract 2088.02, Los Angeles County, California",208802,Westlake,"(34.061881, -118.2785535)",34.061881,-118.2785535
06037208902,"Census Tract 2089.02, Los Angeles County, California",208902,Westlake,"(34.0564435, -118.2723635)",34.0564435,-118.2723635
06037208903,"Census Tract 2089.03, Los Angeles County, California",208903,Westlake,"(34.0594445, -118.273509)",34.0594445,-118.273509
06037208904,"Census Tract 2089.04, Los Angeles County, California",208904,Westlake,"(34.059592, -118.270177)",34.059592,-118.270177
06037209102,"Census Tract 2091.02, Los Angeles County, California",209102,Westlake,"(34.05566, -118.2674565)",34.05566,-118.2674565
06037209103,"Census Tract 2091.03, Los Angeles County, California",209103,Westlake,"(34.0570845, -118.2639395)",34.0570845,-118.2639395
06037209104,"Census Tract 2091.04, Los Angeles County, California",209104,Westlake,"(34.058994, -118.2663115)",34.058994,-118.2663115
06037209200,"Census Tract 2092, Los Angeles County, California",209200,Westlake,"(34.054276, -118.26086)",34.054276,-118.26086
06037209300,"Census Tract 2093, Los Angeles County, California",209300,Westlake,"(34.0508765, -118.2678705)",34.0508765,-118.2678705
06037209401,"Census Tract 2094.01, Los Angeles County, California",209401,Westlake,"(34.0568345, -118.2810775)",34.0568345,-118.2810775
06037209402,"Census Tract 2094.02, Los Angeles County, California",209402,Westlake,"(34.0546635, -118.2772135)",34.0546635,-118.2772135
06037209403,"Census Tract 2094.03, Los Angeles County, California",209403,Westlake,"(34.0531325, -118.273845)",34.0531325,-118.273845
06037209510,"Census Tract 2095.10, Los Angeles County, California",209510,Westlake,"(34.0530605, -118.281509)",34.0530605,-118.281509
06037209520,"Census Tract 2095.20, Los Angeles County, California",209520,Pico-Union,"(34.050539, -118.2769545)",34.050539,-118.2769545
06037209810,"Census Tract 2098.10, Los Angeles County, California",209810,Pico-Union,"(34.049228, -118.2819155)",34.049228,-118.2819155
06037209820,"Census Tract 2098.20, Los Angeles County, California",209820,Pico-Union,"(34.047197, -118.278215)",34.047197,-118.278215
06037210010,"Census Tract 2100.10, Los Angeles County, California",210010,Pico-Union,"(34.0467975, -118.2717075)",34.0467975,-118.2717075
06037211000,"Census Tract 2110, Los Angeles County, California",211000,Hancock Park,"(34.0683115, -118.3326325)",34.0683115,-118.3326325
06037211120,"Census Tract 2111.20, Los Angeles County, California",211120,Westlake,"(34.0652025, -118.286978)",34.0652025,-118.286978
06037211121,"Census Tract 2111.21, Los Angeles County, California",211121,Westlake,"(34.0726225, -118.2849265)",34.0726225,-118.2849265
06037211122,"Census Tract 2111.22, Los Angeles County, California",211122,Koreatown,"(34.0726525, -118.289233)",34.0726525,-118.289233
06037211201,"Census Tract 2112.01, Los Angeles County, California",211201,Koreatown,"(34.074518, -118.298475)",34.074518,-118.298475
06037211202,"Census Tract 2112.02, Los Angeles County, California",211202,Koreatown,"(34.074526, -118.2941155)",34.074526,-118.2941155
06037211310,"Census Tract 2113.10, Los Angeles County, California",211310,Koreatown,"(34.0708895, -118.298462)",34.0708895,-118.298462
06037211320,"Census Tract 2113.20, Los Angeles County, California",211320,Koreatown,"(34.0708825, -118.294158)",34.0708825,-118.294158
06037211410,"Census Tract 2114.10, Los Angeles County, California",211410,Koreatown,"(34.0726125, -118.307315)",34.0726125,-118.307315
06037211420,"Census Tract 2114.20, Los Angeles County, California",211420,Koreatown,"(34.072636, -118.302937)",34.072636,-118.302937
06037211500,"Census Tract 2115, Los Angeles County, California",211500,Windsor Square,"(34.0725965, -118.316)",34.0725965,-118.316
06037211701,"Census Tract 2117.01, Los Angeles County, California",211701,Windsor Square,"(34.0653255, -118.3184645)",34.0653255,-118.3184645
06037211703,"Census Tract 2117.03, Los Angeles County, California",211703,Koreatown,"(34.067143, -118.311589)",34.067143,-118.311589
06037211704,"Census Tract 2117.04, Los Angeles County, California",211704,Koreatown,"(34.0635115, -118.3116385)",34.0635115,-118.3116385
06037211802,"Census Tract 2118.02, Los Angeles County, California",211802,Koreatown,"(34.0635375, -118.304729)",34.0635375,-118.304729
06037211803,"Census Tract 2118.03, Los Angeles County, California",211803,Koreatown,"(34.0671885, -118.3022325)",34.0671885,-118.3022325
06037211804,"Census Tract 2118.04, Los Angeles County, California",211804,Koreatown,"(34.0671615, -118.3066105)",34.0671615,-118.3066105
06037211910,"Census Tract 2119.10, Los Angeles County, California",211910,Koreatown,"(34.067207, -118.2985)",34.067207,-118.2985
06037211921,"Census Tract 2119.21, Los Angeles County, California",211921,Koreatown,"(34.067232, -118.292902)",34.067232,-118.292902
06037211922,"Census Tract 2119.22, Los Angeles County, California",211922,Koreatown,"(34.067223, -118.295398)",34.067223,-118.295398
06037212101,"Census Tract 2121.01, Los Angeles County, California",212101,Koreatown,"(34.0635935, -118.29414)",34.0635935,-118.29414
06037212102,"Census Tract 2121.02, Los Angeles County, California",212102,Koreatown,"(34.0635735, -118.298496)",34.0635735,-118.298496
06037212202,"Census Tract 2122.02, Los Angeles County, California",212202,Westlake,"(34.056368, -118.2879195)",34.056368,-118.2879195
06037212203,"Census Tract 2122.03, Los Angeles County, California",212203,Koreatown,"(34.0597625, -118.290359)",34.0597625,-118.290359
06037212204,"Census Tract 2122.04, Los Angeles County, California",212204,Westlake,"(34.0597755, -118.2861875)",34.0597755,-118.2861875
06037212303,"Census Tract 2123.03, Los Angeles County, California",212303,Koreatown,"(34.059763, -118.2935145)",34.059763,-118.2935145
06037212304,"Census Tract 2123.04, Los Angeles County, California",212304,Koreatown,"(34.0597395, -118.2982)",34.0597395,-118.2982
06037212305,"Census Tract 2123.05, Los Angeles County, California",212305,Koreatown,"(34.056107, -118.298204)",34.056107,-118.298204
06037212306,"Census Tract 2123.06, Los Angeles County, California",212306,Koreatown,"(34.0561295, -118.2940735)",34.0561295,-118.2940735
06037212410,"Census Tract 2124.10, Los Angeles County, California",212410,Koreatown,"(34.05971, -118.301987)",34.05971,-118.301987
06037212420,"Census Tract 2124.20, Los Angeles County, California",212420,Koreatown,"(34.056087, -118.301978)",34.056087,-118.301978
06037212501,"Census Tract 2125.01, Los Angeles County, California",212501,Koreatown,"(34.0560675, -118.305364)",34.0560675,-118.305364
06037212502,"Census Tract 2125.02, Los Angeles County, California",212502,Koreatown,"(34.0580795, -118.306623)",34.0580795,-118.306623
06037212610,"Census Tract 2126.10, Los Angeles County, California",212610,Koreatown,"(34.0598685, -118.314272)",34.0598685,-118.314272
06037212620,"Census Tract 2126.20, Los Angeles County, California",212620,Koreatown,"(34.0562585, -118.313612)",34.0562585,-118.313612
06037212701,"Census Tract 2127.01, Los Angeles County, California",212701,Koreatown,"(34.0546775, -118.3194445)",34.0546775,-118.3194445
06037212702,"Census Tract 2127.02, Los Angeles County, California",212702,Mid-Wilshire,"(34.0575235, -118.3258035)",34.0575235,-118.3258035
06037212800,"Census Tract 2128, Los Angeles County, California",212800,Mid-Wilshire,"(34.0523625, -118.330411)",34.0523625,-118.330411
06037212900,"Census Tract 2129, Los Angeles County, California",212900,Arlington Heights,"(34.0501175, -118.321485)",34.0501175,-118.321485
06037213100,"Census Tract 2131, Los Angeles County, California",213100,Arlington Heights,"(34.0508045, -118.3133105)",34.0508045,-118.3133105
06037213201,"Census Tract 2132.01, Los Angeles County, California",213201,Harvard Heights,"(34.052656, -118.3044735)",34.052656,-118.3044735
06037213202,"Census Tract 2132.02, Los Angeles County, California",213202,Harvard Heights,"(34.0490315, -118.3045065)",34.0490315,-118.3045065
06037213310,"Census Tract 2133.10, Los Angeles County, California",213310,Pico-Union,"(34.0508675, -118.29803)",34.0508675,-118.29803
06037213320,"Census Tract 2133.20, Los Angeles County, California",213320,Pico-Union,"(34.0508855, -118.2937275)",34.0508855,-118.2937275
06037213401,"Census Tract 2134.01, Los Angeles County, California",213401,Westlake,"(34.053716, -118.287906)",34.053716,-118.287906
06037213402,"Census Tract 2134.02, Los Angeles County, California",213402,Pico-Union,"(34.0498995, -118.28787)",34.0498995,-118.28787
06037214000,"Census Tract 2140, Los Angeles County, California",214000,Fairfax,"(34.0745805, -118.3486205)",34.0745805,-118.3486205
06037214100,"Census Tract 2141, Los Angeles County, California",214100,Hancock Park,"(34.074602, -118.339096)",34.074602,-118.339096
06037214400,"Census Tract 2144, Los Angeles County, California",214400,Fairfax,"(34.078166, -118.3573315)",34.078166,-118.3573315
06037214501,"Census Tract 2145.01, Los Angeles County, California",214501,Mid-Wilshire,"(34.070503, -118.357312)",34.070503,-118.357312
06037214502,"Census Tract 2145.02, Los Angeles County, California",214502,Mid-Wilshire,"(34.0677735, -118.35135)",34.0677735,-118.35135
06037214503,"Census Tract 2145.03, Los Angeles County, California",214503,Mid-Wilshire,"(34.0673015, -118.3536195)",34.0673015,-118.3536195
06037214600,"Census Tract 2146, Los Angeles County, California",214600,Beverly Grove,"(34.0725795, -118.365913)",34.0725795,-118.365913
06037214700,"Census Tract 2147, Los Angeles County, California",214700,Beverly Grove,"(34.0665205, -118.366383)",34.0665205,-118.366383
06037214800,"Census Tract 2148, Los Angeles County, California",214800,Beverly Grove,"(34.070088, -118.3732965)",34.070088,-118.3732965
06037214901,"Census Tract 2149.01, Los Angeles County, California",214901,Beverly Grove,"(34.0742895, -118.387219)",34.0742895,-118.387219
06037214902,"Census Tract 2149.02, Los Angeles County, California",214902,Beverly Grove,"(34.073012, -118.379762)",34.073012,-118.379762
06037215101,"Census Tract 2151.01, Los Angeles County, California",215101,Mid-Wilshire,"(34.063565, -118.3542505)",34.063565,-118.3542505
06037215102,"Census Tract 2151.02, Los Angeles County, California",215102,Mid-Wilshire,"(34.0648495, -118.3456205)",34.0648495,-118.3456205
06037216100,"Census Tract 2161, Los Angeles County, California",216100,Mid-Wilshire,"(34.0568595, -118.3378575)",34.0568595,-118.3378575
06037216200,"Census Tract 2162, Los Angeles County, California",216200,Mid-Wilshire,"(34.05688, -118.3480075)",34.05688,-118.3480075
06037216300,"Census Tract 2163, Los Angeles County, California",216300,Carthay,"(34.059083, -118.363807)",34.059083,-118.363807
06037216401,"Census Tract 2164.01, Los Angeles County, California",216401,Pico-Robertson,"(34.0563915, -118.3799175)",34.0563915,-118.3799175
06037216402,"Census Tract 2164.02, Los Angeles County, California",216402,Pico-Robertson,"(34.06116, -118.3804405)",34.06116,-118.3804405
06037216700,"Census Tract 2167, Los Angeles County, California",216700,Mid-City,"(34.048208, -118.371729)",34.048208,-118.371729
06037216800,"Census Tract 2168, Los Angeles County, California",216800,Carthay,"(34.055507, -118.369996)",34.055507,-118.369996
06037216900,"Census Tract 2169, Los Angeles County, California",216900,Mid-City,"(34.0504795, -118.36321)",34.0504795,-118.36321
06037217001,"Census Tract 2170.01, Los Angeles County, California",217001,Pico-Robertson,"(34.0519395, -118.3873275)",34.0519395,-118.3873275
06037217002,"Census Tract 2170.02, Los Angeles County, California",217002,Pico-Robertson,"(34.049649, -118.381096)",34.049649,-118.381096
06037217100,"Census Tract 2171, Los Angeles County, California",217100,Mid-Wilshire,"(34.049342, -118.354404)",34.049342,-118.354404
06037217200,"Census Tract 2172, Los Angeles County, California",217200,Mid-Wilshire,"(34.049375, -118.3418365)",34.049375,-118.3418365
06037218110,"Census Tract 2181.10, Los Angeles County, California",218110,Arlington Heights,"(34.044154, -118.3286425)",34.044154,-118.3286425
06037218120,"Census Tract 2181.20, Los Angeles County, California",218120,Arlington Heights,"(34.0436875, -118.320626)",34.0436875,-118.320626
06037218210,"Census Tract 2182.10, Los Angeles County, California",218210,Mid-City,"(34.043303, -118.3422655)",34.043303,-118.3422655
06037218220,"Census Tract 2182.20, Los Angeles County, California",218220,Mid-City,"(34.043498, -118.334779)",34.043498,-118.334779
06037218300,"Census Tract 2183, Los Angeles County, California",218300,Mid-City,"(34.041276, -118.3549225)",34.041276,-118.3549225
06037218400,"Census Tract 2184, Los Angeles County, California",218400,Mid-City,"(34.037613, -118.3607045)",34.037613,-118.3607045
06037218500,"Census Tract 2185, Los Angeles County, California",218500,Mid-City,"(34.0375635, -118.3505565)",34.0375635,-118.3505565
06037218600,"Census Tract 2186, Los Angeles County, California",218600,Mid-City,"(34.037184, -118.3427065)",34.037184,-118.3427065
06037218701,"Census Tract 2187.01, Los Angeles County, California",218701,Mid-City,"(34.0372715, -118.333362)",34.0372715,-118.333362
06037218702,"Census Tract 2187.02, Los Angeles County, California",218702,West Adams,"(34.0327605, -118.335031)",34.0327605,-118.335031
06037218800,"Census Tract 2188, Los Angeles County, California",218800,Arlington Heights,"(34.037556, -118.323034)",34.037556,-118.323034
06037218900,"Census Tract 2189, Los Angeles County, California",218900,Jefferson Park,"(34.0331165, -118.3238185)",34.0331165,-118.3238185
06037219010,"Census Tract 2190.10, Los Angeles County, California",219010,Jefferson Park,"(34.027596, -118.322938)",34.027596,-118.322938
06037219020,"Census Tract 2190.20, Los Angeles County, California",219020,Jefferson Park,"(34.021941, -118.3229865)",34.021941,-118.3229865
06037219300,"Census Tract 2193, Los Angeles County, California",219300,Jefferson Park,"(34.026962, -118.3316675)",34.026962,-118.3316675
06037219500,"Census Tract 2195, Los Angeles County, California",219500,Baldwin Hills/Crenshaw,"(34.0211635, -118.3405655)",34.0211635,-118.3405655
06037219700,"Census Tract 2197, Los Angeles County, California",219700,West Adams,"(34.028076, -118.347852)",34.028076,-118.347852
06037219800,"Census Tract 2198, Los Angeles County, California",219800,West Adams,"(34.0298385, -118.354579)",34.0298385,-118.354579
06037219901,"Census Tract 2199.01, Los Angeles County, California",219901,West Adams,"(34.0297025, -118.3604535)",34.0297025,-118.3604535
06037219902,"Census Tract 2199.02, Los Angeles County, California",219902,West Adams,"(34.0305455, -118.36963)",34.0305455,-118.36963
06037220000,"Census Tract 2200, Los Angeles County, California",220000,West Adams,"(34.0276275, -118.3405665)",34.0276275,-118.3405665
06037220100,"Census Tract 2201, Los Angeles County, California",220100,Baldwin Hills/Crenshaw,"(34.0241755, -118.3664325)",34.0241755,-118.3664325
06037221110,"Census Tract 2211.10, Los Angeles County, California",221110,Pico-Union,"(34.0455315, -118.2878625)",34.0455315,-118.2878625
06037221120,"Census Tract 2211.20, Los Angeles County, California",221120,Pico-Union,"(34.042054, -118.2878455)",34.042054,-118.2878455
06037221210,"Census Tract 2212.10, Los Angeles County, California",221210,Harvard Heights,"(34.04359, -118.3026265)",34.04359,-118.3026265
06037221220,"Census Tract 2212.20, Los Angeles County, California",221220,Pico-Union,"(34.0436145, -118.2961455)",34.0436145,-118.2961455
06037221302,"Census Tract 2213.02, Los Angeles County, California",221302,Harvard Heights,"(34.0417465, -118.3114895)",34.0417465,-118.3114895
06037221303,"Census Tract 2213.03, Los Angeles County, California",221303,Harvard Heights,"(34.0453825, -118.308407)",34.0453825,-118.308407
06037221304,"Census Tract 2213.04, Los Angeles County, California",221304,Arlington Heights,"(34.045369, -118.314651)",34.045369,-118.314651
06037221401,"Census Tract 2214.01, Los Angeles County, California",221401,Jefferson Park,"(34.0339245, -118.3133125)",34.0339245,-118.3133125
06037221402,"Census Tract 2214.02, Los Angeles County, California",221402,Harvard Heights,"(34.038279, -118.308985)",34.038279,-118.308985
06037221500,"Census Tract 2215, Los Angeles County, California",221500,Adams-Normandie,"(34.034856, -118.3046185)",34.034856,-118.3046185
06037221601,"Census Tract 2216.01, Los Angeles County, California",221601,Adams-Normandie,"(34.034833, -118.2959055)",34.034833,-118.2959055
06037221602,"Census Tract 2216.02, Los Angeles County, California",221602,Pico-Union,"(34.038415, -118.292179)",34.038415,-118.292179
06037221710,"Census Tract 2217.10, Los Angeles County, California",221710,University Park,"(34.034366, -118.287757)",34.034366,-118.287757
06037221810,"Census Tract 2218.10, Los Angeles County, California",221810,Adams-Normandie,"(34.0305765, -118.292359)",34.0305765,-118.292359
06037221820,"Census Tract 2218.20, Los Angeles County, California",221820,University Park,"(34.0305755, -118.286386)",34.0305755,-118.286386
06037221900,"Census Tract 2219, Los Angeles County, California",221900,University Park,"(34.0260705, -118.289757)",34.0260705,-118.289757
06037222001,"Census Tract 2220.01, Los Angeles County, California",222001,Jefferson Park,"(34.0282015, -118.3132745)",34.0282015,-118.3132745
06037222002,"Census Tract 2220.02, Los Angeles County, California",222002,Exposition Park,"(34.0218995, -118.3135615)",34.0218995,-118.3135615
06037222100,"Census Tract 2221, Los Angeles County, California",222100,Adams-Normandie,"(34.027317, -118.3024105)",34.027317,-118.3024105
06037222200,"Census Tract 2222, Los Angeles County, California",222200,Adams-Normandie,"(34.0309165, -118.302424)",34.0309165,-118.302424
06037222500,"Census Tract 2225, Los Angeles County, California",222500,Exposition Park,"(34.021865, -118.3045305)",34.021865,-118.3045305
06037222600,"Census Tract 2226, Los Angeles County, California",222600,Exposition Park,"(34.0218365, -118.2958795)",34.0218365,-118.2958795
06037222700,"Census Tract 2227, Los Angeles County, California",222700,University Park,"(34.020537, -118.2847645)",34.020537,-118.2847645
06037224010,"Census Tract 2240.10, Los Angeles County, California",224010,Downtown,"(34.036945, -118.2655625)",34.036945,-118.2655625
06037224020,"Census Tract 2240.20, Los Angeles County, California",224020,Historic South-Central,"(34.030734, -118.267245)",34.030734,-118.267245
06037224200,"Census Tract 2242, Los Angeles County, California",224200,Pico-Union,"(34.041032, -118.277298)",34.041032,-118.277298
06037224310,"Census Tract 2243.10, Los Angeles County, California",224310,Pico-Union,"(34.043569, -118.2820315)",34.043569,-118.2820315
06037224320,"Census Tract 2243.20, Los Angeles County, California",224320,Pico-Union,"(34.041517, -118.2804885)",34.041517,-118.2804885
06037224410,"Census Tract 2244.10, Los Angeles County, California",224410,University Park,"(34.0343195, -118.2789565)",34.0343195,-118.2789565
06037224420,"Census Tract 2244.20, Los Angeles County, California",224420,University Park,"(34.0318675, -118.2778715)",34.0318675,-118.2778715
06037224600,"Census Tract 2246, Los Angeles County, California",224600,Historic South-Central,"(34.0223275, -118.2717135)",34.0223275,-118.2717135
06037224700,"Census Tract 2247, Los Angeles County, California",224700,University Park,"(34.0263755, -118.279223)",34.0263755,-118.279223
06037226001,"Census Tract 2260.01, Los Angeles County, California",226001,Historic South-Central,"(34.0245655, -118.251001)",34.0245655,-118.251001
06037226002,"Census Tract 2260.02, Los Angeles County, California",226002,Downtown,"(34.033429, -118.249304)",34.033429,-118.249304
06037226410,"Census Tract 2264.10, Los Angeles County, California",226410,Historic South-Central,"(34.0242035, -118.2622875)",34.0242035,-118.2622875
06037226420,"Census Tract 2264.20, Los Angeles County, California",226420,Historic South-Central,"(34.021775, -118.2569205)",34.021775,-118.2569205
06037226700,"Census Tract 2267, Los Angeles County, California",226700,Historic South-Central,"(34.017615, -118.2623795)",34.017615,-118.2623795
06037227010,"Census Tract 2270.10, Los Angeles County, California",227010,Central-Alameda,"(34.018875, -118.247064)",34.018875,-118.247064
06037227020,"Census Tract 2270.20, Los Angeles County, California",227020,Central-Alameda,"(34.0161415, -118.2516245)",34.0161415,-118.2516245
06037228100,"Census Tract 2281, Los Angeles County, California",228100,Central-Alameda,"(34.010118, -118.244922)",34.010118,-118.244922
06037228210,"Census Tract 2282.10, Los Angeles County, California",228210,Central-Alameda,"(34.010168, -118.2525945)",34.010168,-118.2525945
06037228220,"Census Tract 2282.20, Los Angeles County, California",228220,Central-Alameda,"(34.0065835, -118.2519225)",34.0065835,-118.2519225
06037228310,"Census Tract 2283.10, Los Angeles County, California",228310,Historic South-Central,"(34.011872, -118.262852)",34.011872,-118.262852
06037228320,"Census Tract 2283.20, Los Angeles County, California",228320,Historic South-Central,"(34.007893, -118.263681)",34.007893,-118.263681
06037228410,"Census Tract 2284.10, Los Angeles County, California",228410,Historic South-Central,"(34.014163, -118.2690345)",34.014163,-118.2690345
06037228420,"Census Tract 2284.20, Los Angeles County, California",228420,Historic South-Central,"(34.00749, -118.270975)",34.00749,-118.270975
06037228500,"Census Tract 2285, Los Angeles County, California",228500,South Park,"(34.003629, -118.2695985)",34.003629,-118.2695985
06037228600,"Census Tract 2286, Los Angeles County, California",228600,South Park,"(34.003674, -118.260853)",34.003674,-118.260853
06037228710,"Census Tract 2287.10, Los Angeles County, California",228710,Central-Alameda,"(33.9993805, -118.2542925)",33.9993805,-118.2542925
06037228720,"Census Tract 2287.20, Los Angeles County, California",228720,Central-Alameda,"(33.9993695, -118.2499415)",33.9993695,-118.2499415
06037228800,"Census Tract 2288, Los Angeles County, California",228800,Central-Alameda,"(33.999104, -118.2430855)",33.999104,-118.2430855
06037228900,"Census Tract 2289, Los Angeles County, California",228900,Central-Alameda,"(33.992114, -118.242838)",33.992114,-118.242838
06037229100,"Census Tract 2291, Los Angeles County, California",229100,Central-Alameda,"(33.992164, -118.2520985)",33.992164,-118.2520985
06037229200,"Census Tract 2292, Los Angeles County, California",229200,South Park,"(33.99828, -118.260835)",33.99828,-118.260835
06037229300,"Census Tract 2293, Los Angeles County, California",229300,South Park,"(33.998151, -118.269586)",33.998151,-118.269586
06037229410,"Census Tract 2294.10, Los Angeles County, California",229410,South Park,"(33.9922445, -118.2695665)",33.9922445,-118.2695665
06037229420,"Census Tract 2294.20, Los Angeles County, California",229420,South Park,"(33.9925325, -118.2608205)",33.9925325,-118.2608205
06037231100,"Census Tract 2311, Los Angeles County, California",231100,Historic South-Central,"(34.016069, -118.2760825)",34.016069,-118.2760825
06037231210,"Census Tract 2312.10, Los Angeles County, California",231210,Exposition Park,"(34.014521, -118.2980095)",34.014521,-118.2980095
06037231220,"Census Tract 2312.20, Los Angeles County, California",231220,Exposition Park,"(34.014515, -118.28932)",34.014515,-118.28932
06037231300,"Census Tract 2313, Los Angeles County, California",231300,Exposition Park,"(34.0145435, -118.304539)",34.0145435,-118.304539
06037231400,"Census Tract 2314, Los Angeles County, California",231400,Exposition Park,"(34.014552, -118.312994)",34.014552,-118.312994
06037231500,"Census Tract 2315, Los Angeles County, California",231500,Vermont Square,"(34.0072765, -118.310826)",34.0072765,-118.310826
06037231600,"Census Tract 2316, Los Angeles County, California",231600,Vermont Square,"(34.00727, -118.2980435)",34.00727,-118.2980435
06037231710,"Census Tract 2317.10, Los Angeles County, California",231710,Vermont Square,"(34.007373, -118.2893345)",34.007373,-118.2893345
06037231720,"Census Tract 2317.20, Los Angeles County, California",231720,Vermont Square,"(34.007429, -118.2840635)",34.007429,-118.2840635
06037231800,"Census Tract 2318, Los Angeles County, California",231800,Historic South-Central,"(34.0074525, -118.27748)",34.0074525,-118.27748
06037231900,"Census Tract 2319, Los Angeles County, California",231900,South Park,"(33.9996995, -118.277466)",33.9996995,-118.277466
06037232110,"Census Tract 2321.10, Los Angeles County, California",232110,Vermont Square,"(33.9994895, -118.2893225)",33.9994895,-118.2893225
06037232120,"Census Tract 2321.20, Los Angeles County, California",232120,Vermont Square,"(33.9997375, -118.28378)",33.9997375,-118.28378
06037232200,"Census Tract 2322, Los Angeles County, California",232200,Vermont Square,"(34.0016535, -118.2980375)",34.0016535,-118.2980375
06037232300,"Census Tract 2323, Los Angeles County, California",232300,Vermont Square,"(33.9975775, -118.29803)",33.9975775,-118.29803
06037232400,"Census Tract 2324, Los Angeles County, California",232400,Vermont Square,"(33.999376, -118.310834)",33.999376,-118.310834
06037232500,"Census Tract 2325, Los Angeles County, California",232500,Chesterfield Square,"(33.992088, -118.3107815)",33.992088,-118.3107815
06037232600,"Census Tract 2326, Los Angeles County, California",232600,Vermont-Slauson,"(33.9920885, -118.298021)",33.9920885,-118.298021
06037232700,"Census Tract 2327, Los Angeles County, California",232700,Vermont-Slauson,"(33.992427, -118.285947)",33.992427,-118.285947
06037232800,"Census Tract 2328, Los Angeles County, California",232800,South Park,"(33.9924525, -118.2771805)",33.9924525,-118.2771805
