geoid,Tract Number,Neighborhood,Location,Latitude,Longitude,Census_Tract
06037408133,408133,West Covina,"(34.024356, -117.9101125)",34.024356,-117.9101125,Census Tract 4081.33
06037408134,408134,West Covina,"(34.0229315, -117.897437)",34.0229315,-117.897437,Census Tract 4081.34
06037408135,408135,West Covina,"(34.0169595, -117.8983025)",34.0169595,-117.8983025,Census Tract 4081.35
06037408136,408136,West Covina,"(34.009563, -117.874467)",34.009563,-117.874467,Census Tract 4081.36
06037408137,408137,South San Jose Hills,"(34.009108, -117.883356)",34.009108,-117.883356,Census Tract 4081.37
06037408138,408138,South San Jose Hills,"(34.019139, -117.9167095)",34.019139,-117.9167095,Census Tract 4081.38
06037408139,408139,South San Jose Hills,"(34.012163, -117.91348)",34.012163,-117.91348,Census Tract 4081.39
06037408140,408140,South San Jose Hills,"(34.0091825, -117.9035275)",34.0091825,-117.9035275,Census Tract 4081.40
06037408141,408141,South San Jose Hills,"(34.0082915, -117.8946755)",34.0082915,-117.8946755,Census Tract 4081.41
06037408202,408202,Industry,"(34.021924, -117.9637775)",34.021924,-117.9637775,Census Tract 4082.02
06037408211,408211,Industry,"(34.0001605, -117.9097205)",34.0001605,-117.9097205,Census Tract 4082.11
06037408212,408212,Rowland Heights,"(33.9946135, -117.8795045)",33.9946135,-117.8795045,Census Tract 4082.12
06037408301,408301,Avocado Heights,"(34.0464555, -117.997756)",34.0464555,-117.997756,Census Tract 4083.01
06037408302,408302,Industry,"(34.0386535, -118.018099)",34.0386535,-118.018099,Census Tract 4083.02
06037408303,408303,Avocado Heights,"(34.035328, -118.0084775)",34.035328,-118.0084775,Census Tract 4083.03
06037408401,408401,Hacienda Heights,"(34.018007, -117.9819095)",34.018007,-117.9819095,Census Tract 4084.01
06037408402,408402,Hacienda Heights,"(34.012346, -118.007998)",34.012346,-118.007998,Census Tract 4084.02
06037408501,408501,Hacienda Heights,"(34.011155, -117.9683905)",34.011155,-117.9683905,Census Tract 4085.01
06037408503,408503,Hacienda Heights,"(33.984682, -117.985573)",33.984682,-117.985573,Census Tract 4085.03
06037408504,408504,Hacienda Heights,"(33.9992735, -117.971451)",33.9992735,-117.971451,Census Tract 4085.04
06037408505,408505,Hacienda Heights,"(34.0016935, -117.980212)",34.0016935,-117.980212,Census Tract 4085.05
06037408623,408623,Hacienda Heights,"(33.9957455, -117.9377215)",33.9957455,-117.9377215,Census Tract 4086.23
06037408624,408624,Hacienda Heights,"(33.9940835, -117.949281)",33.9940835,-117.949281,Census Tract 4086.24
06037408625,408625,Hacienda Heights,"(33.989193, -117.9634505)",33.989193,-117.9634505,Census Tract 4086.25
06037408626,408626,Rowland Heights,"(33.984523, -117.919022)",33.984523,-117.919022,Census Tract 4086.26
06037408627,408627,Rowland Heights,"(33.9754885, -117.925286)",33.9754885,-117.925286,Census Tract 4086.27
06037408628,408628,Hacienda Heights,"(33.9825995, -117.9424605)",33.9825995,-117.9424605,Census Tract 4086.28
06037408629,408629,Hacienda Heights,"(33.97933, -117.961636)",33.97933,-117.961636,Census Tract 4086.29
06037408630,408630,Hacienda Heights,"(34.006434, -117.9562915)",34.006434,-117.9562915,Census Tract 4086.30
06037408631,408631,Hacienda Heights,"(34.0007955, -117.9583205)",34.0007955,-117.9583205,Census Tract 4086.31
06037408703,408703,Rowland Heights,"(33.960901, -117.8902285)",33.960901,-117.8902285,Census Tract 4087.03
06037408704,408704,Rowland Heights,"(33.9807035, -117.8942965)",33.9807035,-117.8942965,Census Tract 4087.04
06037408705,408705,Rowland Heights,"(33.981461, -117.8780945)",33.981461,-117.8780945,Census Tract 4087.05
06037408706,408706,Rowland Heights,"(33.9770295, -117.87052)",33.9770295,-117.87052,Census Tract 4087.06
06037408722,408722,Rowland Heights,"(33.9698315, -117.9034445)",33.9698315,-117.9034445,Census Tract 4087.22
06037408723,408723,Rowland Heights,"(33.977858, -117.901395)",33.977858,-117.901395,Census Tract 4087.23
06037408724,408724,Rowland Heights,"(33.984203, -117.9030725)",33.984203,-117.9030725,Census Tract 4087.24
06037408800,408800,Pomona,"(34.0571575, -117.7501715)",34.0571575,-117.7501715,Census Tract 4088
06037430002,430002,Duarte,"(34.13847, -117.953691)",34.13847,-117.953691,Census Tract 4300.02
06037430003,430003,Monrovia,"(34.1682255, -117.942383)",34.1682255,-117.942383,Census Tract 4300.03
06037430101,430101,Duarte,"(34.13806, -117.976469)",34.13806,-117.976469,Census Tract 4301.01
06037430102,430102,Duarte,"(34.126938, -117.978573)",34.126938,-117.978573,Census Tract 4301.02
06037430200,430200,Bradbury,"(34.1543995, -117.968573)",34.1543995,-117.968573,Census Tract 4302
06037430301,430301,Monrovia,"(34.172824, -117.9820805)",34.172824,-117.9820805,Census Tract 4303.01
06037430302,430302,Monrovia,"(34.1560235, -118.0059215)",34.1560235,-118.0059215,Census Tract 4303.02
06037430400,430400,Arcadia,"(34.1624785, -118.0241555)",34.1624785,-118.0241555,Census Tract 4304
06037430501,430501,Sierra Madre,"(34.173047, -118.04891)",34.173047,-118.04891,Census Tract 4305.01
06037430502,430502,Sierra Madre,"(34.161851, -118.0532625)",34.161851,-118.0532625,Census Tract 4305.02
06037430600,430600,Sierra Madre,"(34.1573315, -118.0497665)",34.1573315,-118.0497665,Census Tract 4306
06037430701,430701,Arcadia,"(34.13986, -118.0557935)",34.13986,-118.0557935,Census Tract 4307.01
06037430721,430721,Arcadia,"(34.137955, -118.0428805)",34.137955,-118.0428805,Census Tract 4307.21
06037430723,430723,Arcadia,"(34.1299445, -118.058709)",34.1299445,-118.058709,Census Tract 4307.23
06037430724,430724,Arcadia,"(34.126758, -118.058631)",34.126758,-118.058631,Census Tract 4307.24
06037430801,430801,Arcadia,"(34.1375775, -118.0259295)",34.1375775,-118.0259295,Census Tract 4308.01
06037430802,430802,Arcadia,"(34.126444, -118.020276)",34.126444,-118.020276,Census Tract 4308.02
06037430803,430803,Arcadia,"(34.114675, -118.020923)",34.114675,-118.020923,Census Tract 4308.03
06037430901,430901,Monrovia,"(34.1406955, -118.01286)",34.1406955,-118.01286,Census Tract 4309.01
06037430902,430902,Monrovia,"(34.1364995, -118.0127975)",34.1364995,-118.0127975,Census Tract 4309.02
06037431001,431001,Monrovia,"(34.148164, -118.0057195)",34.148164,-118.0057195,Census Tract 4310.01
06037431002,431002,Monrovia,"(34.1455095, -117.983079)",34.1455095,-117.983079,Census Tract 4310.02
06037431100,431100,Monrovia,"(34.1351215, -117.9958)",34.1351215,-117.9958,Census Tract 4311
06037431200,431200,Mayflower Village,"(34.124229, -117.9953005)",34.124229,-117.9953005,Census Tract 4312
06037431300,431300,Mayflower Village,"(34.1248395, -118.007363)",34.1248395,-118.007363,Census Tract 4313
06037431400,431400,Mayflower Village,"(34.111617, -118.0087095)",34.111617,-118.0087095,Census Tract 4314
06037431501,431501,Temple City,"(34.0998655, -118.033)",34.0998655,-118.033,Census Tract 4315.01
06037431502,431502,Arcadia,"(34.1022305, -118.0190775)",34.1022305,-118.0190775,Census Tract 4315.02
06037431600,431600,Arcadia,"(34.109675, -118.04223)",34.109675,-118.04223,Census Tract 4316
06037431700,431700,Arcadia,"(34.121786, -118.0430065)",34.121786,-118.0430065,Census Tract 4317
06037431800,431800,East San Gabriel,"(34.1196565, -118.060933)",34.1196565,-118.060933,Census Tract 4318
06037431900,431900,Temple City,"(34.1103835, -118.0601525)",34.1103835,-118.0601525,Census Tract 4319
06037432000,432000,Temple City,"(34.1021645, -118.05255)",34.1021645,-118.05255,Census Tract 4320
06037432101,432101,Temple City,"(34.095852, -118.0428825)",34.095852,-118.0428825,Census Tract 4321.01
06037432102,432102,Temple City,"(34.0920835, -118.0583895)",34.0920835,-118.0583895,Census Tract 4321.02
06037432201,432201,Rosemead,"(34.0877335, -118.0829205)",34.0877335,-118.0829205,Census Tract 4322.01
06037432202,432202,Rosemead,"(34.087255, -118.072769)",34.087255,-118.072769,Census Tract 4322.02
06037432300,432300,El Monte,"(34.08602, -118.0440085)",34.08602,-118.0440085,Census Tract 4323
06037432401,432401,El Monte,"(34.090727, -118.0227495)",34.090727,-118.0227495,Census Tract 4324.01
06037432402,432402,El Monte,"(34.0855885, -118.027564)",34.0855885,-118.027564,Census Tract 4324.02
06037432500,432500,El Monte,"(34.095687, -118.006679)",34.095687,-118.006679,Census Tract 4325
06037432601,432601,El Monte,"(34.082497, -118.014655)",34.082497,-118.014655,Census Tract 4326.01
06037432602,432602,El Monte,"(34.081728, -118.005815)",34.081728,-118.005815,Census Tract 4326.02
06037432700,432700,El Monte,"(34.0757515, -118.034977)",34.0757515,-118.034977,Census Tract 4327
06037432801,432801,El Monte,"(34.077308, -118.0459705)",34.077308,-118.0459705,Census Tract 4328.01
06037432802,432802,El Monte,"(34.07872, -118.0526435)",34.07872,-118.0526435,Census Tract 4328.02
06037432901,432901,Rosemead,"(34.076691, -118.071417)",34.076691,-118.071417,Census Tract 4329.01
06037432902,432902,Rosemead,"(34.0795, -118.06021)",34.0795,-118.06021,Census Tract 4329.02
06037433101,433101,El Monte,"(34.0677255, -118.0599025)",34.0677255,-118.0599025,Census Tract 4331.01
06037433102,433102,El Monte,"(34.0656045, -118.059547)",34.0656045,-118.059547,Census Tract 4331.02
06037433200,433200,El Monte,"(34.0683885, -118.035671)",34.0683885,-118.035671,Census Tract 4332
06037433302,433302,El Monte,"(34.062295, -118.0160455)",34.062295,-118.0160455,Census Tract 4333.02
06037433304,433304,El Monte,"(34.07061, -118.020361)",34.07061,-118.020361,Census Tract 4333.04
06037433305,433305,El Monte,"(34.0700755, -118.0125525)",34.0700755,-118.0125525,Census Tract 4333.05
06037433306,433306,El Monte,"(34.0706755, -118.0077885)",34.0706755,-118.0077885,Census Tract 4333.06
06037433307,433307,El Monte,"(34.0703895, -118.0062695)",34.0703895,-118.0062695,Census Tract 4333.07
06037433401,433401,El Monte,"(34.0594255, -118.0425465)",34.0594255,-118.0425465,Census Tract 4334.01
06037433402,433402,El Monte,"(34.0594235, -118.034921)",34.0594235,-118.034921,Census Tract 4334.02
06037433403,433403,El Monte,"(34.0624165, -118.025695)",34.0624165,-118.025695,Census Tract 4334.03
06037433501,433501,South El Monte,"(34.057252, -118.066095)",34.057252,-118.066095,Census Tract 4335.01
06037433503,433503,South El Monte,"(34.0554575, -118.0490075)",34.0554575,-118.0490075,Census Tract 4335.03
06037433504,433504,South El Monte,"(34.0572675, -118.0534915)",34.0572675,-118.0534915,Census Tract 4335.04
06037433601,433601,Rosemead,"(34.0674675, -118.0749165)",34.0674675,-118.0749165,Census Tract 4336.01
06037433602,433602,South San Gabriel,"(34.057426, -118.0747145)",34.057426,-118.0747145,Census Tract 4336.02
06037433700,433700,South El Monte,"(34.045791, -118.058566)",34.045791,-118.058566,Census Tract 4337
06037433801,433801,South El Monte,"(34.0483455, -118.0364625)",34.0483455,-118.0364625,Census Tract 4338.01
06037433802,433802,Whittier Narrows,"(34.032494, -118.0598455)",34.032494,-118.0598455,Census Tract 4338.02
06037433901,433901,El Monte,"(34.058593, -118.019927)",34.058593,-118.019927,Census Tract 4339.01
06037433902,433902,El Monte,"(34.0521205, -118.0255815)",34.0521205,-118.0255815,Census Tract 4339.02
06037434001,434001,El Monte,"(34.051401, -118.014185)",34.051401,-118.014185,Census Tract 4340.01
06037434003,434003,El Monte,"(34.0462105, -118.022669)",34.0462105,-118.022669,Census Tract 4340.03
06037434004,434004,South El Monte,"(34.040226, -118.0317375)",34.040226,-118.0317375,Census Tract 4340.04
06037460000,460000,Pasadena,"(34.1774565, -118.0830185)",34.1774565,-118.0830185,Census Tract 4600
06037460100,460100,Altadena,"(34.1912975, -118.1110615)",34.1912975,-118.1110615,Census Tract 4601
06037460200,460200,Altadena,"(34.2009205, -118.136652)",34.2009205,-118.136652,Census Tract 4602
06037460301,460301,Altadena,"(34.2073225, -118.1562895)",34.2073225,-118.1562895,Census Tract 4603.01
06037460401,460401,Pasadena,"(34.217813, -118.1788775)",34.217813,-118.1788775,Census Tract 4604.01
06037460501,460501,La Canada Flintridge,"(34.2156925, -118.1897915)",34.2156925,-118.1897915,Census Tract 4605.01
06037460502,460502,La Canada Flintridge,"(34.2051075, -118.1950465)",34.2051075,-118.1950465,Census Tract 4605.02
06037460600,460600,La Canada Flintridge,"(34.2261145, -118.2193885)",34.2261145,-118.2193885,Census Tract 4606
06037460700,460700,La Canada Flintridge,"(34.1946605, -118.196153)",34.1946605,-118.196153,Census Tract 4607
06037460800,460800,Pasadena,"(34.163146, -118.1778035)",34.163146,-118.1778035,Census Tract 4608
06037460900,460900,Pasadena,"(34.176907, -118.162811)",34.176907,-118.162811,Census Tract 4609
06037461000,461000,Altadena,"(34.187722, -118.1609895)",34.187722,-118.1609895,Census Tract 4610
06037461100,461100,Altadena,"(34.1845865, -118.141115)",34.1845865,-118.141115,Census Tract 4611
06037461200,461200,Altadena,"(34.1801065, -118.113418)",34.1801065,-118.113418,Census Tract 4612
06037461300,461300,Altadena,"(34.1738235, -118.113483)",34.1738235,-118.113483,Census Tract 4613
06037461400,461400,Pasadena,"(34.1727525, -118.124329)",34.1727525,-118.124329,Census Tract 4614
06037461501,461501,Pasadena,"(34.1751325, -118.136805)",34.1751325,-118.136805,Census Tract 4615.01
06037461502,461502,Pasadena,"(34.175203, -118.146197)",34.175203,-118.146197,Census Tract 4615.02
06037461600,461600,Pasadena,"(34.161608, -118.1571605)",34.161608,-118.1571605,Census Tract 4616
06037461700,461700,Pasadena,"(34.160159, -118.162866)",34.160159,-118.162866,Census Tract 4617
06037461901,461901,Pasadena,"(34.1537915, -118.149329)",34.1537915,-118.149329,Census Tract 4619.01
06037461902,461902,Pasadena,"(34.148899, -118.148574)",34.148899,-118.148574,Census Tract 4619.02
06037462001,462001,Pasadena,"(34.163362, -118.143829)",34.163362,-118.143829,Census Tract 4620.01
06037462002,462002,Pasadena,"(34.163333, -118.148361)",34.163333,-118.148361,Census Tract 4620.02
06037462100,462100,Pasadena,"(34.163369, -118.1369255)",34.163369,-118.1369255,Census Tract 4621
06037462201,462201,Pasadena,"(34.1548915, -118.136967)",34.1548915,-118.136967,Census Tract 4622.01
06037462202,462202,Pasadena,"(34.148926, -118.1369075)",34.148926,-118.1369075,Census Tract 4622.02
06037462301,462301,Pasadena,"(34.15491, -118.126929)",34.15491,-118.126929,Census Tract 4623.01
06037462302,462302,Pasadena,"(34.149181, -118.126882)",34.149181,-118.126882,Census Tract 4623.02
06037462400,462400,Pasadena,"(34.163408, -118.1263885)",34.163408,-118.1263885,Census Tract 4624
06037462500,462500,Pasadena,"(34.1667025, -118.1045445)",34.1667025,-118.1045445,Census Tract 4625
06037462600,462600,Pasadena,"(34.1611715, -118.112295)",34.1611715,-118.112295,Census Tract 4626
06037462700,462700,Pasadena,"(34.1519795, -118.1138535)",34.1519795,-118.1138535,Census Tract 4627
06037462800,462800,Pasadena,"(34.152173, -118.103306)",34.152173,-118.103306,Census Tract 4628
06037462900,462900,Pasadena,"(34.153862, -118.0899055)",34.153862,-118.0899055,Census Tract 4629
06037463000,463000,Pasadena,"(34.154951, -118.075158)",34.154951,-118.075158,Census Tract 4630
06037463101,463101,East Pasadena,"(34.140347, -118.070446)",34.140347,-118.070446,Census Tract 4631.01
06037463102,463102,Pasadena,"(34.137723, -118.083735)",34.137723,-118.083735,Census Tract 4631.02
06037463200,463200,Pasadena,"(34.138754, -118.088815)",34.138754,-118.088815,Census Tract 4632
06037463300,463300,San Pasqual,"(34.1392215, -118.1028395)",34.1392215,-118.1028395,Census Tract 4633
06037463400,463400,San Pasqual,"(34.139062, -118.1101745)",34.139062,-118.1101745,Census Tract 4634
06037463500,463500,Pasadena,"(34.137879, -118.1268055)",34.137879,-118.1268055,Census Tract 4635
06037463601,463601,Pasadena,"(34.140861, -118.1368515)",34.140861,-118.1368515,Census Tract 4636.01
06037463602,463602,Pasadena,"(34.1408065, -118.1458915)",34.1408065,-118.1458915,Census Tract 4636.02
06037463700,463700,Pasadena,"(34.139994, -118.1590535)",34.139994,-118.1590535,Census Tract 4637
06037463800,463800,Pasadena,"(34.13445, -118.1753385)",34.13445,-118.1753385,Census Tract 4638
06037463900,463900,Pasadena,"(34.1298475, -118.159162)",34.1298475,-118.159162,Census Tract 4639
06037464000,464000,Pasadena,"(34.126583, -118.1390375)",34.126583,-118.1390375,Census Tract 4640
06037464100,464100,San Marino,"(34.1211415, -118.123201)",34.1211415,-118.123201,Census Tract 4641
06037464200,464200,San Marino,"(34.125398, -118.098356)",34.125398,-118.098356,Census Tract 4642
06037480002,480002,East San Gabriel,"(34.121451, -118.086002)",34.121451,-118.086002,Census Tract 4800.02
06037480011,480011,East San Gabriel,"(34.125885, -118.0749615)",34.125885,-118.0749615,Census Tract 4800.11
06037480012,480012,East San Gabriel,"(34.118664, -118.074084)",34.118664,-118.074084,Census Tract 4800.12
06037480101,480101,Temple City,"(34.1084905, -118.0732765)",34.1084905,-118.0732765,Census Tract 4801.01
06037480102,480102,East San Gabriel,"(34.108457, -118.0841215)",34.108457,-118.0841215,Census Tract 4801.02
06037480201,480201,San Gabriel,"(34.1079865, -118.1118095)",34.1079865,-118.1118095,Census Tract 4802.01
06037480202,480202,San Gabriel,"(34.108893, -118.097545)",34.108893,-118.097545,Census Tract 4802.02
06037480302,480302,Alhambra,"(34.101241, -118.1218435)",34.101241,-118.1218435,Census Tract 4803.02
06037480303,480303,Alhambra,"(34.095151, -118.1377285)",34.095151,-118.1377285,Census Tract 4803.03
06037480304,480304,Alhambra,"(34.0960955, -118.1307685)",34.0960955,-118.1307685,Census Tract 4803.04
06037480400,480400,Alhambra,"(34.104914, -118.1317765)",34.104914,-118.1317765,Census Tract 4804
06037480500,480500,South Pasadena,"(34.1074225, -118.14498)",34.1074225,-118.14498,Census Tract 4805
06037480600,480600,South Pasadena,"(34.118849, -118.1584545)",34.118849,-118.1584545,Census Tract 4806
06037480702,480702,South Pasadena,"(34.1055515, -118.168678)",34.1055515,-118.168678,Census Tract 4807.02
06037480703,480703,South Pasadena,"(34.1072095, -118.1642505)",34.1072095,-118.1642505,Census Tract 4807.03
06037480704,480704,South Pasadena,"(34.107212, -118.15331)",34.107212,-118.15331,Census Tract 4807.04
06037480802,480802,Alhambra,"(34.0815825, -118.152446)",34.0815825,-118.152446,Census Tract 4808.02
06037480803,480803,Alhambra,"(34.09079, -118.152819)",34.09079,-118.152819,Census Tract 4808.03
06037480804,480804,Alhambra,"(34.0951305, -118.149912)",34.0951305,-118.149912,Census Tract 4808.04
06037480901,480901,Alhambra,"(34.086204, -118.139781)",34.086204,-118.139781,Census Tract 4809.01
06037480902,480902,Alhambra,"(34.0810405, -118.140708)",34.0810405,-118.140708,Census Tract 4809.02
06037480903,480903,Alhambra,"(34.0737895, -118.139436)",34.0737895,-118.139436,Census Tract 4809.03
06037481001,481001,Alhambra,"(34.0872925, -118.1288355)",34.0872925,-118.1288355,Census Tract 4810.01
06037481002,481002,Alhambra,"(34.0955445, -118.1197875)",34.0955445,-118.1197875,Census Tract 4810.02
06037481101,481101,San Gabriel,"(34.098345, -118.106683)",34.098345,-118.106683,Census Tract 4811.01
06037481102,481102,San Gabriel,"(34.099347, -118.0936455)",34.099347,-118.0936455,Census Tract 4811.02
06037481103,481103,San Gabriel,"(34.0936045, -118.099964)",34.0936045,-118.099964,Census Tract 4811.03
06037481201,481201,Temple City,"(34.0971335, -118.0724615)",34.0971335,-118.0724615,Census Tract 4812.01
06037481202,481202,San Gabriel,"(34.097006, -118.0822805)",34.097006,-118.0822805,Census Tract 4812.02
06037481300,481300,Rosemead,"(34.0764075, -118.082131)",34.0764075,-118.082131,Census Tract 4813
06037481401,481401,San Gabriel,"(34.0840215, -118.103956)",34.0840215,-118.103956,Census Tract 4814.01
06037481402,481402,San Gabriel,"(34.083295, -118.091542)",34.083295,-118.091542,Census Tract 4814.02
06037481500,481500,Alhambra,"(34.0826165, -118.1139805)",34.0826165,-118.1139805,Census Tract 4815
06037481603,481603,Alhambra,"(34.084677, -118.11998)",34.084677,-118.11998,Census Tract 4816.03
06037481604,481604,Alhambra,"(34.0838015, -118.126219)",34.0838015,-118.126219,Census Tract 4816.04
06037481605,481605,Alhambra,"(34.071948, -118.1256005)",34.071948,-118.1256005,Census Tract 4816.05
06037481606,481606,Alhambra,"(34.0766865, -118.1256875)",34.0766865,-118.1256875,Census Tract 4816.06
06037481711,481711,Monterey Park,"(34.06617, -118.1198595)",34.06617,-118.1198595,Census Tract 4817.11
06037481712,481712,Monterey Park,"(34.067109, -118.112061)",34.067109,-118.112061,Census Tract 4817.12
06037481713,481713,Monterey Park,"(34.067948, -118.1292845)",34.067948,-118.1292845,Census Tract 4817.13
06037481714,481714,Monterey Park,"(34.0643065, -118.1291595)",34.0643065,-118.1291595,Census Tract 4817.14
06037481800,481800,Alhambra,"(34.064906, -118.141417)",34.064906,-118.141417,Census Tract 4818
06037481901,481901,Alhambra,"(34.0698145, -118.1548085)",34.0698145,-118.1548085,Census Tract 4819.01
06037481902,481902,Alhambra,"(34.065728, -118.152909)",34.065728,-118.152909,Census Tract 4819.02
06037482001,482001,Monterey Park,"(34.0532565, -118.157103)",34.0532565,-118.157103,Census Tract 4820.01
06037482002,482002,Monterey Park,"(34.048942, -118.1497955)",34.048942,-118.1497955,Census Tract 4820.02
06037482101,482101,Monterey Park,"(34.057061, -118.1362945)",34.057061,-118.1362945,Census Tract 4821.01
06037482102,482102,Monterey Park,"(34.0507125, -118.1328745)",34.0507125,-118.1328745,Census Tract 4821.02
06037482201,482201,Monterey Park,"(34.058869, -118.122138)",34.058869,-118.122138,Census Tract 4822.01
06037482202,482202,Monterey Park,"(34.0589445, -118.112421)",34.0589445,-118.112421,Census Tract 4822.02
06037482301,482301,San Gabriel,"(34.074531, -118.097677)",34.074531,-118.097677,Census Tract 4823.01
06037482303,482303,Rosemead,"(34.0692775, -118.099254)",34.0692775,-118.099254,Census Tract 4823.03
06037482304,482304,Rosemead,"(34.064429, -118.0988995)",34.064429,-118.0988995,Census Tract 4823.04
06037482401,482401,Rosemead,"(34.0676445, -118.0862325)",34.0676445,-118.0862325,Census Tract 4824.01
06037482402,482402,South San Gabriel,"(34.046139, -118.0807005)",34.046139,-118.0807005,Census Tract 4824.02
06037482502,482502,Rosemead,"(34.058981, -118.1037825)",34.058981,-118.1037825,Census Tract 4825.02
06037482503,482503,Rosemead,"(34.05827, -118.094998)",34.05827,-118.094998,Census Tract 4825.03
06037482521,482521,South San Gabriel,"(34.0499085, -118.0992635)",34.0499085,-118.0992635,Census Tract 4825.21
06037482522,482522,Montebello,"(34.0419995, -118.0936075)",34.0419995,-118.0936075,Census Tract 4825.22
06037482600,482600,Monterey Park,"(34.047759, -118.1144605)",34.047759,-118.1144605,Census Tract 4826
06037482701,482701,Monterey Park,"(34.039961, -118.1405695)",34.039961,-118.1405695,Census Tract 4827.01
06037482702,482702,Monterey Park,"(34.042508, -118.1351495)",34.042508,-118.1351495,Census Tract 4827.02
06037482800,482800,Monterey Park,"(34.0362975, -118.1119885)",34.0362975,-118.1119885,Census Tract 4828
06037500100,500100,La Habra Heights,"(33.960283, -117.9408845)",33.960283,-117.9408845,Census Tract 5001
06037500201,500201,La Habra Heights,"(33.957535, -117.9759805)",33.957535,-117.9759805,Census Tract 5002.01
06037500202,500202,Whittier,"(33.960745, -117.9971245)",33.960745,-117.9971245,Census Tract 5002.02
06037500300,500300,North Whittier,"(34.017294, -118.0367865)",34.017294,-118.0367865,Census Tract 5003
06037500402,500402,Pico Rivera,"(34.0031865, -118.076325)",34.0031865,-118.076325,Census Tract 5004.02
06037500403,500403,Pico Rivera,"(34.0083875, -118.06369)",34.0083875,-118.06369,Census Tract 5004.03
06037500404,500404,Pico Rivera,"(34.014082, -118.074022)",34.014082,-118.074022,Census Tract 5004.04
06037500500,500500,Pico Rivera,"(34.0153955, -118.083676)",34.0153955,-118.083676,Census Tract 5005
06037500600,500600,Pico Rivera,"(34.0076875, -118.088568)",34.0076875,-118.088568,Census Tract 5006
06037500700,500700,Pico Rivera,"(33.99491, -118.097667)",33.99491,-118.097667,Census Tract 5007
06037500800,500800,Pico Rivera,"(33.984009, -118.0868995)",33.984009,-118.0868995,Census Tract 5008
06037500900,500900,Pico Rivera,"(33.99359, -118.0809535)",33.99359,-118.0809535,Census Tract 5009
06037501001,501001,West Whittier-Los Nietos,"(33.9892345, -118.070456)",33.9892345,-118.070456,Census Tract 5010.01
06037501002,501002,West Whittier-Los Nietos,"(33.982215, -118.0614895)",33.982215,-118.0614895,Census Tract 5010.02
06037501200,501200,Whittier,"(33.999254, -118.0632375)",33.999254,-118.0632375,Census Tract 5012
06037501300,501300,Whittier,"(33.9921455, -118.0545255)",33.9921455,-118.0545255,Census Tract 5013
06037501400,501400,Whittier,"(33.9809005, -118.0496115)",33.9809005,-118.0496115,Census Tract 5014
06037501501,501501,Whittier,"(34.002062, -118.0303905)",34.002062,-118.0303905,Census Tract 5015.01
06037501503,501503,Whittier,"(33.986326, -118.0361225)",33.986326,-118.0361225,Census Tract 5015.03
06037501504,501504,Whittier,"(33.979089, -118.0361445)",33.979089,-118.0361445,Census Tract 5015.04
06037501600,501600,Whittier,"(33.9783585, -118.0077355)",33.9783585,-118.0077355,Census Tract 5016
06037501700,501700,Whittier,"(33.961379, -118.0189855)",33.961379,-118.0189855,Census Tract 5017
06037501802,501802,Whittier,"(33.966778, -118.0280925)",33.966778,-118.0280925,Census Tract 5018.02
06037501803,501803,Whittier,"(33.970589, -118.042077)",33.970589,-118.042077,Census Tract 5018.03
06037501804,501804,Whittier,"(33.9692905, -118.035006)",33.9692905,-118.035006,Census Tract 5018.04
06037501900,501900,Whittier,"(33.956138, -118.02683)",33.956138,-118.02683,Census Tract 5019
06037502003,502003,Whittier,"(33.963017, -118.0392825)",33.963017,-118.0392825,Census Tract 5020.03
06037502004,502004,Whittier,"(33.961402, -118.0467605)",33.961402,-118.0467605,Census Tract 5020.04
06037502005,502005,South Whittier,"(33.951895, -118.03503)",33.951895,-118.03503,Census Tract 5020.05
06037502100,502100,West Whittier-Los Nietos,"(33.972572, -118.052838)",33.972572,-118.052838,Census Tract 5021
06037502200,502200,West Whittier-Los Nietos,"(33.9780945, -118.071607)",33.9780945,-118.071607,Census Tract 5022
06037502301,502301,West Whittier-Los Nietos,"(33.9679585, -118.0797315)",33.9679585,-118.0797315,Census Tract 5023.01
06037502302,502302,West Whittier-Los Nietos,"(33.965715, -118.069052)",33.965715,-118.069052,Census Tract 5023.02
06037502401,502401,Pico Rivera,"(33.9762075, -118.0967975)",33.9762075,-118.0967975,Census Tract 5024.01
06037502402,502402,Pico Rivera,"(33.973095, -118.0895215)",33.973095,-118.0895215,Census Tract 5024.02
06037502500,502500,Pico Rivera,"(33.976373, -118.1099205)",33.976373,-118.1099205,Census Tract 5025
06037502601,502601,Pico Rivera,"(33.959833, -118.0946655)",33.959833,-118.0946655,Census Tract 5026.01
06037502602,502602,Pico Rivera,"(33.965021, -118.1030955)",33.965021,-118.1030955,Census Tract 5026.02
06037502700,502700,Santa Fe Springs,"(33.956004, -118.072116)",33.956004,-118.072116,Census Tract 5027
06037502801,502801,Santa Fe Springs,"(33.9400455, -118.0896085)",33.9400455,-118.0896085,Census Tract 5028.01
06037502802,502802,Santa Fe Springs,"(33.9311015, -118.0697865)",33.9311015,-118.0697865,Census Tract 5028.02
06037502901,502901,South Whittier,"(33.9461085, -118.03893)",33.9461085,-118.03893,Census Tract 5029.01
06037502902,502902,South Whittier,"(33.944162, -118.0517005)",33.944162,-118.0517005,Census Tract 5029.02
06037503000,503000,South Whittier,"(33.9243145, -118.0508065)",33.9243145,-118.0508065,Census Tract 5030
06037503103,503103,South Whittier,"(33.92885, -118.0410545)",33.92885,-118.0410545,Census Tract 5031.03
